Date,Air flow rate,Rinse,%T-340 CTA,%Residue,Temp RX,ML Blow,Q concentration
13/12/2021 10:00,171.5695496,7.991991043,15.30000019,75,183.4714508,0.000308137,86
13/12/2021 16:00,173.1988678,7.99862051,16.89999962,0,183.4114227,2.95E-05,85.80000305
13/12/2021 22:00,172.7155914,7.993679047,18.20000076,0,183.4305878,0.05467831,86.40000153
14/12/2021 04:00,172.9866028,7.99878788,18.39999962,0,183.3910828,3.487948179,86.30000305
14/12/2021 10:00,172.9370728,8.979901314,19.10000038,25,183.4056549,3.476627588,85.90000153
14/12/2021 16:00,172.0820007,8.99871254,18.29999924,25,183.2440948,3.529244661,85.40000153
14/12/2021 22:00,170.6344604,8.996172905,17.70000076,50,183.502533,3.502293587,85.59999847
15/12/2021 04:00,171.4584503,9.008431435,17.70000076,50,183.4149628,3.514832258,85.80000305
15/12/2021 10:00,169.6210175,9.002922058,17.70000076,50,183.0007324,3.462981939,85.59999847
15/12/2021 16:00,170.1639862,9.005157471,19.70000076,50,183.3584137,3.498566151,85.80000305
15/12/2021 22:00,169.6214294,8.970728874,19.29999924,50,183.4446716,3.510186434,85.90000153
16/12/2021 04:00,170.3789215,8.996341705,19,50,183.3706207,3.476996422,85.90000153
16/12/2021 10:00,169.9853973,9.002425194,18.89999962,50,183.3891449,3.500891685,85.5
16/12/2021 16:00,170.0474243,8.985713005,17,75,183.4307404,3.500674725,85.69999695
16/12/2021 22:00,170.3599243,9.012874603,17.70000076,75,183.3597412,3.501829863,85.40000153
17/12/2021 04:00,170.5716858,9.039981842,16.70000076,75,183.4577179,3.479410887,85.40000153
17/12/2021 10:00,169.6311798,8.991000175,17.10000038,75,183.5964203,3.514527321,84.90000153
17/12/2021 16:00,170.1908264,8.968914032,16.89999962,75,183.2960968,3.517682076,85
17/12/2021 22:00,170.5625458,8.998186111,17,75,183.312973,3.508928061,85.5
18/12/2021 04:00,170.0818024,9.010055542,15.80000019,100,183.3919983,3.496260881,85.5
18/12/2021 10:00,169.4775238,8.972002029,14.39999962,100,183.3936768,3.49272275,85.40000153
18/12/2021 16:00,170.7306366,8.983849525,15.60000038,100,183.4341278,3.534075737,85.59999847
18/12/2021 22:00,170.124588,9.011165619,15.39999962,100,183.5298615,3.527971029,85.80000305
19/12/2021 04:00,169.7495728,9.011183739,15.80000019,100,183.5489044,3.504201174,85.80000305
19/12/2021 10:00,170.5528412,9.038700104,16.10000038,100,183.4042969,3.517447948,85.69999695
19/12/2021 16:00,170.2135162,9.006650925,16.29999924,100,183.4324951,3.510461807,85.80000305
19/12/2021 22:00,169.9922943,8.970235825,16.39999962,100,183.3809204,3.490742207,85.90000153
20/12/2021 04:00,169.6465302,8.995194435,14.30000019,75,183.3383026,3.486102343,85.90000153
20/12/2021 10:00,169.6823883,8.99244976,14.69999981,75,183.3774567,3.500115633,86.19999695
20/12/2021 16:00,170.2368927,9.004237175,15.5,25,183.4182892,3.484945059,85.80000305
20/12/2021 22:00,170.2402191,8.993818283,16,25,183.4550018,5.996724606,85.80000305
21/12/2021 04:00,170.1323547,9.023511887,18.5,25,183.4273529,3.559977055,85.80000305
21/12/2021 10:00,169.5342712,9.99399662,18.10000038,25,183.4183502,3.517827034,86
21/12/2021 16:00,170.144577,9.995012283,17,50,183.4184418,3.493878603,85.80000305
21/12/2021 22:00,169.6397705,10.04280567,16.60000038,50,183.3699188,3.493060827,86
22/12/2021 04:00,170.4117432,9.982225418,16,50,183.4902802,3.516812563,86.19999695
22/12/2021 10:00,169.7605438,10.00619221,18.20000076,50,183.3876038,3.484116793,86.30000305
22/12/2021 16:00,170.3268585,9.995485306,17.60000038,75,183.4623718,3.49561739,86
22/12/2021 22:00,169.690979,9.972065926,17.39999962,75,183.4777832,3.485109329,85.80000305
23/12/2021 04:00,170.3013153,10.00739384,16.79999924,75,183.3973083,3.518562555,85.80000305
23/12/2021 10:00,169.7749939,10.02382088,17.20000076,75,183.4589844,3.497282743,85.69999695
23/12/2021 16:00,169.87117,10.0002079,17.60000038,75,183.3892365,3.50861001,85.5
23/12/2021 22:00,170.8534698,10.0030241,16.20000076,75,183.3696289,5.078878403,85.80000305
24/12/2021 04:00,171.2552948,10.00493526,17.20000076,75,183.4996185,0.000173348,85.69999695
24/12/2021 10:00,I/O Timeout,I/O Timeout,17.39999962,I/O Timeout,I/O Timeout,I/O Timeout,86.30000305
24/12/2021 16:00,172.0416412,9.990653038,17.5,75,183.4359283,0.000103494,86.09999847
24/12/2021 22:00,171.6973877,9.998842239,16.60000038,50,183.5108032,0.000195927,86.40000153
25/12/2021 04:00,172.6551361,10.01828575,18.79999924,50,183.4346619,0.000202063,86.30000305
25/12/2021 10:00,171.7924805,10.01159573,16.39999962,50,183.3985748,2.74E-06,86.5
25/12/2021 16:00,172.3657074,9.986854553,17.5,50,183.508667,0.000279126,86.59999847
25/12/2021 22:00,171.2144928,10.000947,17.10000038,50,183.394577,0.000135086,85.90000153
26/12/2021 04:00,171.5956573,9.984814644,16.79999924,50,183.3685608,0.000274724,86.30000305
26/12/2021 10:00,171.7476654,9.987042427,16.60000038,50,183.3760529,1.90E-06,86
26/12/2021 16:00,172.9822693,9.984873772,17.60000038,50,183.4532776,7.27E-05,86
26/12/2021 22:00,171.3107605,10.01632977,16.5,75,183.4901581,8.38E-05,86.19999695
27/12/2021 04:00,171.7390442,10.01132202,16.29999924,75,183.4552612,0.000329051,85.90000153
27/12/2021 10:00,171.8068542,10.00305367,14.30000019,0,183.5129242,0.000203487,86.19999695
27/12/2021 16:00,172.1743927,9.999166489,15,50,183.3814087,0.000158749,86.19999695
27/12/2021 22:00,171.2615356,9.992230415,15.19999981,50,183.4813995,3.244383812,86.30000305
28/12/2021 04:00,171.4185333,9.999120712,16.79999924,50,183.5710907,3.486153126,85.69999695
28/12/2021 10:00,170.5974274,9.969826698,15.80000019,50,183.3937225,3.500308752,85.80000305
28/12/2021 16:00,170.614212,10.00368977,16.5,50,183.4028015,3.522769451,85.90000153
28/12/2021 22:00,169.9862213,9.999595642,17.29999924,50,183.434906,3.515426874,85.59999847
29/12/2021 04:00,170.5511627,10.00739288,16.29999924,50,183.4404297,3.487394571,85.40000153
29/12/2021 10:00,169.7114563,10.01273251,16.79999924,50,183.4353485,3.481153488,85.40000153
29/12/2021 16:00,169.7634583,10.00355911,18.60000038,50,183.3838043,3.486499071,85.59999847
29/12/2021 22:00,169.7329407,10.02188301,18.5,50,183.4834747,3.493824005,85.59999847
30/12/2021 04:00,169.8208618,10.0014286,18.20000076,50,183.3397217,3.492063522,85.90000153
30/12/2021 10:00,170.8356018,10.00370789,18.60000038,50,183.3394012,3.505391121,85.59999847
30/12/2021 16:00,170.0638733,9.96973896,18.39999962,50,183.514267,3.502446651,85.69999695
30/12/2021 22:00,170.0968475,9.995946884,17.10000038,75,183.2893219,3.502401829,85.69999695
31/12/2021 04:00,170.106369,10.01035595,16.20000076,75,183.4178925,3.505647182,85.69999695
31/12/2021 10:00,169.582428,9.988824844,16.39999962,75,183.5066071,3.485978365,85.69999695
31/12/2021 16:00,170.1757355,9.998688698,16.60000038,75,183.3648834,3.498655081,85.30000305
31/12/2021 22:00,170.5933075,9.989060402,16.5,75,183.4302216,3.500849962,85.80000305
01/01/2022 04:00,169.705658,10.00179005,17.5,0,183.3713684,3.49887681,85.69999695
01/01/2022 10:00,169.6177826,10.01219559,16.79999924,75,183.4240112,3.487154245,86
01/01/2022 16:00,169.4403839,10.00886917,17.20000076,75,183.3975525,3.492395401,86
01/01/2022 22:00,170.8856506,10.00109196,16.79999924,75,183.4659271,3.501136303,86.09999847
02/01/2022 04:00,170.0107574,9.987238884,17.70000076,75,183.318512,3.499253035,85.69999695
02/01/2022 10:00,169.631073,10.01831532,16.79999924,75,183.4799194,3.493096828,86
02/01/2022 16:00,170.2540741,9.986962318,17.29999924,0,183.3866425,3.504807949,85.59999847
02/01/2022 22:00,170.5839996,9.95025444,16,75,183.4237976,3.499961853,85.90000153
03/01/2022 04:00,170.4090729,9.983588219,16,75,183.393219,3.530061722,85.5
03/01/2022 10:00,169.5916138,10.01112747,17.20000076,75,183.5393066,3.486108065,85.69999695
03/01/2022 16:00,169.5845795,9.987476349,15.5,75,183.3794861,3.494930506,85.69999695
03/01/2022 22:00,170.5245056,10.01261902,15,75,183.5629425,3.502485514,85.80000305
04/01/2022 04:00,170.2178955,10.00497532,16.20000076,75,183.2877045,3.5,85.80000305
04/01/2022 10:00,169.8458252,10.0063448,16.29999924,75,183.4382172,3.485681057,85.5
04/01/2022 16:00,169.8601837,10.00088692,16.79999924,75,183.4570923,3.510229588,85.69999695
04/01/2022 22:00,169.7914734,9.98693943,16.70000076,75,183.4991913,3.486634731,85.80000305
05/01/2022 04:00,170.3479919,10.04001045,16.39999962,75,183.3932495,3.487051487,85.5
05/01/2022 10:00,169.3700714,9.98171711,15.30000019,75,183.243454,3.482720375,85.19999695
05/01/2022 16:00,169.9104156,9.962670326,16,75,183.3606415,3.500642061,85.19999695
05/01/2022 22:00,169.3942719,10.02511406,15.39999962,0,183.3968658,3.478766918,85.90000153
06/01/2022 04:00,170.3685303,9.992296219,16.70000076,75,183.4381256,3.544859171,86.30000305
06/01/2022 10:00,169.7004852,10.01033211,15.89999962,75,183.3350983,3.493055582,85.80000305
06/01/2022 16:00,170.9845123,9.987459183,17,75,183.450531,3.517420053,85.59999847
06/01/2022 22:00,171.239563,10.04000092,17.70000076,75,183.4829865,6.749534607,86.09999847
07/01/2022 04:00,170.8516998,10.01562977,14.60000038,75,183.3491211,0.000124342,86.5
07/01/2022 10:00,171.1569824,10.0126791,17,75,183.4076843,7.75E-05,86.5
07/01/2022 16:00,171.7289429,9.9874506,17.20000076,75,183.3316345,0.000151032,86.30000305
07/01/2022 22:00,172.0959167,10.00854015,16.20000076,75,183.488327,0.00038081,86.19999695
08/01/2022 04:00,171.8691711,9.999432564,15.60000038,75,183.3944244,0.000391824,86.5
08/01/2022 10:00,171.467804,10.0474472,16.20000076,75,183.3661957,1.38E-05,86.30000305
08/01/2022 16:00,172.585968,9.995391846,16.70000076,75,183.3658752,0.000186565,86.19999695
08/01/2022 22:00,171.8874359,9.956579208,15.89999962,0,183.3944397,0.00015467,86.19999695
09/01/2022 04:00,172.8364105,10.01425457,16.5,50,183.4889832,0.000267203,86.59999847
09/01/2022 10:00,171.4945221,10.02302551,16.39999962,50,183.4560394,6.55E-05,86.09999847
09/01/2022 16:00,171.6929169,9.982263565,16.70000076,50,183.3479614,0.000236517,86.30000305
09/01/2022 22:00,172.1931152,9.993187904,17.70000076,50,183.5002136,1.31E-05,86
10/01/2022 04:00,171.7705536,10.00524712,17.39999962,50,183.4662628,0.000124406,86.19999695
10/01/2022 10:00,171.5589294,10.00091076,16.5,0,183.4495544,0.000127566,86.69999695
10/01/2022 16:00,172.2442474,9.996552467,18.60000038,50,183.391571,6.10E-05,85.80000305
10/01/2022 22:00,172.0531158,10.01667976,15.5,50,183.3892517,3.367608309,86.30000305
11/01/2022 04:00,170.5446167,10.0069437,16,50,183.1966248,3.510932446,86
11/01/2022 10:00,170.7218628,9.992728233,16.89999962,50,183.4123535,3.494089365,85.19999695
11/01/2022 16:00,170.6900024,9.966926575,18.20000076,50,183.3716736,3.517938137,85.19999695
11/01/2022 22:00,170.103302,10.00092983,17.89999962,50,183.4165802,3.491873741,85.40000153
12/01/2022 04:00,170.0066223,10.02538395,17.89999962,50,183.5666962,3.458601952,85.59999847
12/01/2022 10:00,169.36763,10.00492859,17.10000038,50,183.4174652,3.500135422,85.80000305
12/01/2022 16:00,170.0022278,10.01314354,16.79999924,50,183.442276,3.532133341,85.59999847
12/01/2022 22:00,169.8396149,10.00540829,16.60000038,50,183.3965607,3.476573467,85.59999847
13/01/2022 04:00,169.7624664,10.01904392,17.29999924,50,183.4374542,3.498859882,85.80000305
13/01/2022 10:00,169.7821198,10.01472282,18.20000076,50,183.3870392,3.498817205,85.90000153
13/01/2022 16:00,170.2260895,10.0000658,18.29999924,50,183.4347076,3.510508776,85.90000153
13/01/2022 22:00,170.6365662,10.00089455,16.5,50,183.3964386,6.748501778,85.90000153
14/01/2022 04:00,170.1529846,9.993759155,19,50,183.5512848,3.510265589,85.80000305
14/01/2022 10:00,169.175415,9.997504234,17.89999962,50,183.5079956,3.494273663,85.80000305
14/01/2022 16:00,169.6543579,9.997561455,17.10000038,50,183.3600769,3.490109921,86.09999847
14/01/2022 22:00,169.9331512,10.0234375,17.39999962,50,183.385025,3.48800683,86
15/01/2022 04:00,170.1975098,10.00964355,14.19999981,50,183.5123901,3.508359671,85.69999695
15/01/2022 10:00,170.218689,10.01187134,18.79999924,50,183.314682,3.506530046,85.40000153
15/01/2022 16:00,170.4655914,9.993997574,18.60000038,50,183.4445648,3.534775019,85.69999695
15/01/2022 22:00,169.4543457,9.960188866,17.39999962,50,183.4396057,3.509487867,85.69999695
16/01/2022 04:00,169.8013763,10.04175663,17.20000076,50,183.425827,3.513664484,86
16/01/2022 10:00,169.6359253,10.00448895,19,50,183.4025421,3.509245157,85.59999847
16/01/2022 16:00,169.5813904,10.01549625,16.5,50,183.2799072,3.477440834,85.5
16/01/2022 22:00,170.3177643,9.983169556,16.10000038,50,182.9770508,4.78E-05,85.80000305
17/01/2022 04:00,170.6777039,10.00804138,17.70000076,50,182.7990723,3.478080511,85.69999695
17/01/2022 10:00,169.6676636,9.995399475,17.10000038,50,182.8768768,3.481281042,85.5
17/01/2022 16:00,170.3799438,9.969634056,17.70000076,50,182.8473511,3.490332127,85.69999695
17/01/2022 22:00,170.4600983,10.00215244,17.79999924,50,182.9277802,3.486969233,85.59999847
18/01/2022 04:00,170.0164795,10.00262642,17.60000038,50,182.9041138,3.499266624,85.59999847
18/01/2022 10:00,169.879425,9.978963852,17.5,50,183.0459747,3.493584871,86.90000153
18/01/2022 16:00,170.3786621,9.995142937,18.5,50,182.9571075,3.552651882,85.40000153
18/01/2022 22:00,170.2484741,9.991323471,18.5,50,183.0345306,3.492783785,85.59999847
19/01/2022 04:00,169.8947754,9.997745514,18.39999962,50,182.9476471,3.502330303,86
19/01/2022 10:00,169.5405121,10.00697327,17.20000076,50,182.9266968,3.496944666,85.69999695
19/01/2022 16:00,169.9350739,10.00767994,16.79999924,50,182.8283844,3.505129337,86
19/01/2022 22:00,169.7812195,10.01846981,16.89999962,50,182.8483276,3.49964118,85.80000305
20/01/2022 04:00,169.9391327,10.01372433,18.89999962,50,182.9586792,3.487924099,85.69999695
20/01/2022 10:00,170.2420349,9.952924728,19,50,182.92099,3.514909744,86.30000305
20/01/2022 16:00,170.595108,10.00144863,18.60000038,50,182.9110565,3.487681627,85.90000153
20/01/2022 22:00,170.0029144,9.989557266,18.20000076,50,182.8696289,6.749743462,85.5
21/01/2022 04:00,170.249649,9.958345413,18.60000038,50,182.8544159,3.496302128,86.30000305
21/01/2022 10:00,170.5042572,10.0054903,16.20000076,50,182.954071,3.495303392,85.80000305
21/01/2022 16:00,170.1234436,9.97923851,17.10000038,50,183.0252075,3.518023491,86.09999847
21/01/2022 22:00,170.0314178,10.00843716,17.5,50,182.9892731,3.522325277,86
22/01/2022 04:00,170.0643463,10.00008869,18.39999962,50,182.785614,3.526245117,85.69999695
22/01/2022 10:00,169.5434723,9.997428894,16.60000038,50,182.9188385,3.489594698,85.80000305
22/01/2022 16:00,170.1013794,9.98982048,17.39999962,50,182.9160004,3.491666317,85
22/01/2022 22:00,169.5054932,10.00194073,19.29999924,50,182.9273682,3.484948635,85.80000305
23/01/2022 04:00,170.4929657,10.00305367,19.20000076,50,182.9839935,3.49796176,86
23/01/2022 10:00,169.7865601,9.989248276,17.89999962,50,183.1280365,3.494541883,86.30000305
23/01/2022 16:00,169.4608154,10.00098324,18.29999924,50,182.8479462,3.488710165,85.59999847
23/01/2022 22:00,169.6903687,9.990764618,17.20000076,50,183.0050201,3.512164354,85.90000153
